,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig
2016-12-23,1.0,1.0,-1.0,,,,,-1.0,-1.0,,,1.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,
2016-12-30,,,,,,-1.0,,,,,,-1.0,1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,1.0,,,,-1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,-1.0
2017-01-06,,,,,,,,1.0,,,1.0,,-1.0,-1.0,,,,,,,,,,,,,,,,-1.0,,,-1.0,-1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,
2017-01-13,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,,-1.0,,,,1.0,,,1.0,,-1.0,,,,,,-1.0,,,,,,,,,
2017-01-20,-1.0,,,-1.0,,,-1.0,-1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,1.0,,,,,,,
2017-01-26,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,-1.0,-1.0,,-1.0,,-1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2017-02-03,,,,1.0,,,1.0,,,,,,,1.0,,,-1.0,,,,,,,,,-1.0,,,,,,,,1.0,,,-1.0,,,-1.0,,,,,1.0,,,,-1.0,,,,,,,,,,,,,,,
2017-02-10,1.0,,-1.0,-1.0,,,,-1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,-1.0,,1.0,,,,,,,,,,,,,,,
2017-02-17,,,,-1.0,,,1.0,-1.0,,,,,,,,1.0,,,,,,,,,,,,,,-1.0,,,,,,,,1.0,,,,,,1.0,-1.0,,,,1.0,,,,,,-1.0,,,,,,,,,
2017-02-24,,1.0,,,,1.0,,,,,1.0,,-1.0,-1.0,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,,,,,,-1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
2017-03-03,-1.0,,,,1.0,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,1.0,,-1.0,,,,1.0,-1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
2017-03-10,,,,,,,1.0,,,,1.0,,,,,-1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,,,,-1.0,,-1.0,,,1.0,,,,,,,,,,,,,,,,-1.0
2017-03-17,,,,-1.0,,,,-1.0,,,-1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,-1.0,,-1.0,,,,,,,,,,,,,,,1.0
2017-03-24,,,,,,,1.0,,,,-1.0,-1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,1.0,,-1.0,,1.0,,,,-1.0,,,,,,,,,,,,,,,1.0
2017-03-31,,,,,1.0,,,,,,,,,-1.0,,,-1.0,,,,,,,,1.0,,,,,-1.0,,,,,,,-1.0,,,,,,,-1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0
2017-04-07,,,1.0,,,1.0,,-1.0,,,,-1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,-1.0,,,-1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,
2017-04-14,,1.0,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,,,,,,,-1.0,,-1.0,-1.0,,1.0,1.0,,,,,,,,,,,,,,,,
2017-04-21,,,-1.0,,-1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,1.0,,,-1.0,,,,-1.0,1.0,,,,,,,,,1.0,,,,,,,
2017-04-28,-1.0,1.0,,,,,-1.0,,,,,1.0,1.0,,,,,,,,,,,,-1.0,,,,,,,,,,1.0,,,-1.0,,,,,,,,,-1.0,1.0,,,,,,,,,,,,,,,,
2017-05-05,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,,1.0,,-1.0,,,,-1.0,,-1.0,,1.0,,,,,-1.0,,,,,,,,
2017-05-12,,,,,,1.0,,,,,-1.0,,,1.0,,,,,,,,,,,,,,,,-1.0,,,-1.0,1.0,,,,,,,,-1.0,1.0,,,,,,1.0,,-1.0,,,,,,,,,,,,,
2017-05-19,,1.0,,,,,1.0,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,-1.0,1.0,,,-1.0,,1.0,,,,,,,,,,,,,,,,,
2017-05-26,,-1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,1.0,,,,,,,,,-1.0,1.0,,,-1.0,,,1.0,,-1.0,,,,,,,,,,,,,,,
2017-06-02,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,,-1.0,1.0,,,,-1.0,,,,,,1.0,1.0,,-1.0,,,,,,,,,,,,,,,,,1.0
2017-06-09,1.0,,-1.0,-1.0,-1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,-1.0,1.0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,
2017-06-16,,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,-1.0,,,,,,,,1.0,,,,,,,,1.0
2017-06-23,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,-1.0,-1.0,1.0,,,,1.0,,-1.0,,-1.0,,,,,-1.0,,,,,,,,
2017-06-30,,,,1.0,,,,,,-1.0,,,,1.0,,,1.0,,,,-1.0,-1.0,,,,,,-1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,-1.0,,,,,,,,,,,
2017-07-07,,,-1.0,,,,1.0,,,,-1.0,1.0,,,,,,,,,-1.0,-1.0,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
2017-07-14,-1.0,,,-1.0,1.0,,,,,,,,,,,,-1.0,,,,,,,,-1.0,1.0,,,,,,,,,,,,,,,,-1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0
2017-07-21,,,,,,1.0,,1.0,,,,,,,,,-1.0,,,,,-1.0,,,,,,-1.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0
2017-07-28,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,,,-1.0,,1.0,1.0,,-1.0,,,,,,,,,,,-1.0,,,,,,,,-1.0
2017-08-04,-1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,-1.0,-1.0,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,
2017-08-11,,,,,1.0,1.0,-1.0,,1.0,,-1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,-1.0
2017-08-18,,,,,,,1.0,-1.0,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,,,1.0,-1.0,,,-1.0,,,,1.0,,,-1.0,,,,,,,,1.0,,,,,,,,,,,,
2017-08-25,,1.0,,,,-1.0,,,,,-1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,-1.0
2017-09-01,,,,-1.0,1.0,,,,,,,,,,,-1.0,-1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,-1.0,,,,,,,,,,1.0,,,-1.0,,,,1.0,,,,,,,,,
2017-09-08,1.0,1.0,,,,-1.0,,,,,,,,-1.0,,-1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,-1.0,,,1.0,,,,,,,,-1.0,,,,,,,,
2017-09-15,1.0,,1.0,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,1.0,,,-1.0,,,,,,-1.0,,1.0,,,,,,,,,,,,,
2017-09-22,-1.0,,,,,1.0,,,,,1.0,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,-1.0,,-1.0,1.0,,,,,,,,,,,,-1.0
2017-09-29,,,,-1.0,,,-1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,-1.0,-1.0,,,,,,,-1.0,,,,,,,,,,,,1.0
2017-10-13,,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,-1.0,,,-1.0,,,1.0,,,,,,,,-1.0,,,,-1.0,,,1.0,,,1.0,,,,,,,,,
2017-10-20,-1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,-1.0,-1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
2017-10-27,,-1.0,1.0,1.0,,,,1.0,,,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,1.0,-1.0,,,1.0,,,,,,,,,,,,,
2017-11-03,,,,1.0,,,,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,-1.0,,1.0,,-1.0,,,1.0,,-1.0,,-1.0,,,,,,,,,,,,,,,
2017-11-10,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,-1.0,,-1.0,,,,-1.0,,,,,,-1.0,,,,,,-1.0,,,,,,,,,,,,,,,
2017-11-17,,,,-1.0,,,,,,,1.0,,,1.0,,-1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,-1.0,,,,1.0,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,
2017-11-24,,,,,,1.0,-1.0,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,-1.0,,,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,
2017-12-01,,,1.0,,1.0,-1.0,,,,,,,-1.0,,,,1.0,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,-1.0
2017-12-08,,,1.0,,,,,1.0,,,-1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,-1.0,,,,,,,-1.0,,,,,-1.0,,,-1.0,,,,,,,,,
2017-12-15,1.0,,,,,,-1.0,-1.0,,,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,-1.0,1.0,,,,,,,,-1.0
2017-12-22,,,-1.0,,-1.0,,1.0,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,-1.0,,,,,1.0,,,,-1.0,,,,,,,,
2017-12-29,,,-1.0,,,1.0,,,,,-1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,1.0
2018-01-05,,1.0,,,,,,-1.0,,,,,,,,1.0,,,-1.0,,-1.0,-1.0,,,,,,-1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2018-01-12,-1.0,,-1.0,,,1.0,1.0,,,,,,,,,1.0,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,-1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2018-01-19,-1.0,1.0,,,,,,-1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,-1.0,,-1.0,,,,1.0,,,,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,
2018-01-26,1.0,,,,1.0,,-1.0,,,,,-1.0,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,-1.0,,,1.0,,,,,,1.0,,-1.0,,,,,,,,,,,,,,,
2018-02-02,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,,1.0,,,,-1.0,,,,,,1.0,1.0,,1.0,,,-1.0,-1.0,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,-1.0,1.0,,,,1.0,1.0,,,,,,,,,-1.0,,,,,-1.0,,,,,,-1.0,,,,,1.0,,1.0,,,,,,,,-1.0,,,,,,,,,,,,
2018-02-14,,1.0,,,,1.0,-1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,-1.0,,1.0,,,-1.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,
2018-02-23,-1.0,1.0,,-1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,-1.0,,,,,,,1.0,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,
2018-03-02,,,,,,-1.0,-1.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,-1.0,,,,,,,,
2018-03-09,,1.0,,,,,1.0,,,,-1.0,,,,,1.0,,,,,,,,,,,,,,,-1.0,,1.0,,,,-1.0,1.0,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,
2018-03-16,,,,,,,1.0,-1.0,,,,1.0,,,,1.0,,,,,,,,,,-1.0,,,,-1.0,-1.0,,,,,,,1.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,-1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,-1.0,-1.0,,1.0,,,,,,,1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,1.0
2018-03-30,,,1.0,,-1.0,,-1.0,,,,,,,,,-1.0,,,,,,,,,,,,,,1.0,-1.0,,1.0,,,,,1.0,,,,,1.0,,,,-1.0,,,,,,,,,,,,,,,,,
2018-04-04,-1.0,,,,,,,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,-1.0,,,,-1.0,,,,,,,1.0
2018-04-13,,,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,1.0,-1.0,,,,,,,,1.0,-1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,-1.0
2018-04-20,,,1.0,,-1.0,,,-1.0,,,,,,1.0,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,,,1.0,,,,-1.0,,,,,,,,,,,,,
2018-04-27,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,-1.0,1.0,-1.0,,,,,,-1.0,,,,,,,1.0,,,,,,,,1.0
2018-05-04,,,,,,,-1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,-1.0,-1.0,,,1.0,-1.0,,,,,,,,,,,,,,1.0,,,-1.0,1.0,,,,,,,,
2018-05-11,,,,,,,1.0,,,,-1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,-1.0,,,,-1.0,,,,-1.0,,,,-1.0,,,,,,,,,1.0
2018-05-18,,,,-1.0,,,,,,,,,,,,1.0,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,-1.0,,1.0,-1.0,,,,1.0,,,,,,,,,,,,-1.0,,,,1.0
2018-05-25,-1.0,,-1.0,-1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,-1.0,,,,,,-1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2018-06-01,,,,,,,,,,,,1.0,,,,,-1.0,,,,,,,,1.0,,,,,-1.0,1.0,,,1.0,,,,,,,,-1.0,,,,,,-1.0,,,,,,,1.0,,,,,-1.0,,,,
2018-06-08,,1.0,,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,1.0,,,,,,,,-1.0,,1.0,,,-1.0,,,,,,,,-1.0,,,,,,,,,
2018-06-15,,-1.0,,,1.0,,,,,,,,,-1.0,,,-1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,-1.0,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,
2018-06-22,,1.0,,-1.0,,,,,,,-1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,,-1.0,,,,1.0,,,1.0,,,,-1.0,,,,,,,,,,,,,,,,
2018-06-29,,-1.0,,1.0,,,1.0,1.0,,-1.0,-1.0,,,,,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,,-1.0,,,,,,,,,,,,,
2018-07-06,,,,,1.0,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,-1.0,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,1.0
2018-07-13,,,,1.0,,1.0,-1.0,,,,,,,,,-1.0,,,,,,,,,-1.0,1.0,,,,,1.0,1.0,,-1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
2018-07-20,,,,,,1.0,,,,,,-1.0,,-1.0,,,1.0,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,-1.0,,,,,,,,
2018-07-27,,,,,,,1.0,,,,,,,-1.0,,,1.0,,,,,-1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,-1.0,,,,,,,,,,,,,-1.0,,,,-1.0
2018-08-03,,,,,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,,,1.0,-1.0,-1.0,,,,,,,,,,,,1.0,,-1.0,,1.0,,,,,,,,,1.0,,,,,,,,-1.0
2018-08-10,,,,1.0,,,1.0,1.0,,,-1.0,,,-1.0,,-1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,1.0,,,,,,,,,
2018-08-17,,-1.0,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,-1.0,-1.0,,,,1.0,,,,,,,,,,,,-1.0
2018-08-24,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,,,1.0,,,,,1.0,-1.0,,1.0,,,,1.0,,,,,,,-1.0,-1.0,,1.0,,,,,,,,,,,,,,,,,
2018-08-31,1.0,,,,,,-1.0,,,,,-1.0,,,,,,,,,,,,,,1.0,,,-1.0,,1.0,,1.0,,,,-1.0,,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,
2018-09-07,1.0,,,,,,,,,,,,-1.0,,,,1.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,,,,,1.0,,,,1.0,,-1.0,,,,,1.0,,,,,,,,,,,,-1.0
2018-09-14,,,,,-1.0,,1.0,,,,,-1.0,,,,,1.0,,,,,-1.0,,,,-1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,,,,1.0,,,,
2018-09-21,,,,,,1.0,-1.0,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,-1.0,,,,,-1.0,,,,-1.0
2018-09-28,,,,1.0,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,-1.0,,,,,1.0,,,,,,,1.0,-1.0,,,,,,,,,,1.0,,,,,,,,-1.0,,,,-1.0
2018-10-12,,,,,,,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,,1.0,,1.0,,1.0,,,1.0,,,,-1.0,,,,,,,-1.0,,,,,,-1.0,,,,,,,,,
2018-10-19,,,,1.0,,,-1.0,,,,,1.0,,,,,-1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,-1.0,,,,,,-1.0,1.0,,,,,,,,,,,,-1.0,,,,
2018-10-26,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,-1.0,-1.0,,,-1.0,,,,,-1.0,,,,
2018-11-02,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,1.0,,,-1.0,,,,,,,,-1.0,,,1.0,,,-1.0,,,,,-1.0,,,,1.0
2018-11-09,,-1.0,,1.0,,,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,-1.0,,,1.0,,,,-1.0,,,,,-1.0,,,,,,,,,,,,,,,,,
2018-11-16,,-1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,-1.0,,,,,,-1.0,1.0,1.0,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,,,-1.0,,,1.0,,,1.0,,-1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,-1.0,,,,
2018-11-30,,-1.0,,-1.0,,,,,,,,-1.0,,,,-1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,
2018-12-07,-1.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,-1.0,,,,,,,,,,,,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,,,,,-1.0,,1.0,,,,,,,-1.0,,,,,,1.0,,,-1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,-1.0,,,,,,,-1.0,,,,
2018-12-21,,1.0,,,,1.0,,,,,-1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,-1.0,,-1.0,,1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0
2018-12-28,,,,,,,1.0,1.0,,,,,,-1.0,,,-1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,-1.0,,,-1.0,,,-1.0,,,,,,,,,,,,,
2019-01-04,,,1.0,,,,-1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,-1.0,-1.0,,,-1.0,,,,,1.0,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,,,,
2019-01-11,,,,,1.0,,-1.0,-1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,-1.0
2019-01-18,1.0,,,,,,1.0,,-1.0,,,,,,,,,,-1.0,,-1.0,,,,,,,-1.0,1.0,,,,,-1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
2019-01-25,-1.0,,-1.0,,,,-1.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,-1.0,,,,,1.0,,,,1.0,,,,,,,,
2019-02-01,,,-1.0,,1.0,1.0,-1.0,,,,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,1.0,,1.0,,,,,,,-1.0,,,1.0,-1.0,,,,,,,,,,,,,-1.0,,,-1.0,,,,,1.0,,,,,,,-1.0,,,,,,1.0,,,,,,,,,,,,,
2019-02-22,1.0,,,-1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,
2019-03-01,,,,,,,-1.0,-1.0,1.0,,-1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,-1.0,-1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2019-03-08,,,,,1.0,-1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,-1.0,,,,,-1.0,,,,,-1.0,,-1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
2019-03-15,,,,,,,-1.0,,,1.0,,,,-1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,
2019-03-22,,-1.0,,,1.0,,1.0,,,,,,,,,-1.0,,,,,,,,,-1.0,,,,-1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
2019-03-29,-1.0,,,,,,1.0,,-1.0,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,-1.0,,,,,,,,,,,1.0
2019-04-04,,1.0,,,,1.0,1.0,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,1.0,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,,-1.0
2019-04-12,,,,1.0,-1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,-1.0,,,,,,,-1.0,,,,,,,,,1.0,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,
2019-04-19,,,,-1.0,,,1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,-1.0,1.0,,,,-1.0,,,,,,,,,,,,,1.0,-1.0,,,,,,,,
