,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig,sig
2019-04-26,,,,,,-1.0,,,,,,,-1.0,,,,1.0,,,,,,,,,,,,,,,-1.0,,,1.0,,-1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,-1.0
2019-04-30,,,,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,1.0,,1.0,,,-1.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,1.0,,,,,-1.0,,,,-1.0
2019-05-10,,1.0,,,,,-1.0,,,,,,,,,-1.0,1.0,,,,,,,,,,,,,-1.0,,,,,,,,1.0,,,,,,1.0,,,,,-1.0,,,1.0,,,,,,,,-1.0,,,,
2019-05-17,,,,,1.0,,-1.0,-1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,-1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,-1.0,,,,
2019-05-24,,,,,1.0,,,,,,,,-1.0,-1.0,,-1.0,,,,,,,,,,,,,,,,,-1.0,,1.0,,,,1.0,1.0,,,-1.0,,,,,,1.0,,,,,,,,,,,,,,,
2019-05-31,,-1.0,,-1.0,-1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,1.0,,-1.0,,,,,,,,,,,,,1.0,,,,
2019-06-06,,,,1.0,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,,1.0,,,,-1.0,,,-1.0,,,,,,-1.0,,,1.0,,,,,,,,,,,,,
2019-06-14,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,-1.0,,,,,,,,,1.0,,,,,,1.0,,-1.0,,1.0,,,,-1.0,,1.0,,,,,,,,,1.0,,,,,,,,
2019-06-21,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,-1.0,,-1.0,,,,-1.0,-1.0,,,,-1.0,,,,,,,,
2019-06-28,,-1.0,,,,,-1.0,-1.0,,,,,,,,-1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,
2019-07-05,,,-1.0,1.0,,,,,,,1.0,-1.0,,,,,,,1.0,,,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,-1.0,,,,,,1.0,,,,1.0,,,,,,,
2019-07-12,,1.0,,,-1.0,,1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-1.0,1.0,,,,,,,1.0,,,-1.0,-1.0,,,,,,,,,,,,,,,
2019-07-19,,,,,,,1.0,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,1.0,,,,1.0,,,,,,,1.0,,-1.0,-1.0,,,,,,,,,,,,
2019-07-26,,,,1.0,,-1.0,-1.0,,,,,,,1.0,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,-1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
2019-08-02,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,-1.0,,,,,,,-1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,-1.0
2019-08-09,,,,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,,,1.0,1.0,,-1.0,,,,-1.0,,,,1.0,,1.0,,,,,,,1.0,,-1.0,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,-1.0,,,,1.0,,,,,-1.0,,,,1.0,,,,-1.0,,1.0,,,,-1.0,,1.0,,,,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,
2019-08-23,,,1.0,,,,,,,,,-1.0,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,1.0,,,1.0,,-1.0,-1.0,,,,,,1.0,,-1.0,,,,,,,,,,,,,
2019-08-30,1.0,1.0,,,,1.0,1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,-1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,-1.0,,1.0,,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,-1.0
2019-09-12,,1.0,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,1.0,,,,-1.0,,,,,,,1.0,,,-1.0,,,,,1.0,,,,,,,,,,,,
2019-09-20,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,1.0,,,,,,,,,1.0,,-1.0,,,,1.0,,1.0,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,,,,1.0
2019-09-27,,,,,-1.0,,1.0,,,,,,,,,-1.0,,,,,,,,,,1.0,,,,,,-1.0,1.0,,,1.0,,,,,,,,,-1.0,,1.0,,,,-1.0,,,,,,,,,,,,,
2019-09-30,,,,,-1.0,,,-1.0,,,,,,,,-1.0,1.0,,,,,,,,,,,,-1.0,,,,,,,-1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0
2019-10-11,-1.0,,,,1.0,,1.0,,,,-1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,-1.0,,,,,,-1.0,,,,-1.0,,,,,,,,,
2019-10-18,,-1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,-1.0,,1.0,,,,,,,-1.0,1.0,,,,,,,,-1.0,,,,,-1.0,,,,,,,,,,,,
2019-10-25,1.0,,-1.0,,1.0,-1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2019-11-01,,,,,,,1.0,-1.0,,,-1.0,,,,,,,,,,,,,,,-1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,,,
2019-11-08,-1.0,,,1.0,,,,,,,1.0,-1.0,,,,-1.0,,,,,,1.0,,,,,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
2019-11-15,,,-1.0,,,,,,,,-1.0,,,-1.0,,,1.0,,,,,,,,,,,,1.0,,-1.0,,,,,1.0,,-1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
2019-11-22,,,1.0,,,,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,1.0,,,,,-1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2019-11-29,,,,-1.0,,-1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,-1.0,-1.0,,,,,,1.0,,,,,,,-1.0,,,1.0,,,,,1.0,,,,
2019-12-06,1.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,,-1.0,,1.0,,,1.0,,,-1.0,,,,,,,,,,,1.0,,,,,,,,
2019-12-13,,-1.0,,,,,-1.0,1.0,,,-1.0,,,-1.0,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,,1.0,,1.0,,-1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,-1.0,,,,1.0,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,
2019-12-27,,,,1.0,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,-1.0,,,,,-1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,-1.0,,,,,,,1.0
2020-01-03,,1.0,,,-1.0,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,1.0,,,,,-1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
2020-01-10,,,,,,,1.0,1.0,,,,1.0,,,,-1.0,,,,,,-1.0,,,,-1.0,,,,1.0,,,,,,,,,,,-1.0,,,,,,1.0,,,,,,,,,-1.0,,,,,,,,
2020-01-17,,,,,,,,,,,,,-1.0,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.0,,,-1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0
2020-01-23,,,,,,-1.0,-1.0,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,-1.0,,,,,,1.0,,-1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
2020-02-07,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,-1.0,1.0,,,-1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,
2020-02-14,,1.0,,1.0,,,-1.0,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,,,1.0,,,,,-1.0,,,,,1.0,,,,,,,,,,,,
2020-02-21,,,,,-1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,-1.0,,,,,,,1.0,-1.0,,-1.0,,,1.0,,,,,,,,-1.0,,,,,1.0,,,,,,,,,,,,
2020-02-28,,1.0,,,,,-1.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,1.0,-1.0,,,-1.0,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,
2020-03-06,,-1.0,,1.0,,,-1.0,,,,,,-1.0,,,-1.0,,,,,,,,,1.0,,,,,,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
2020-03-13,,,,,-1.0,,,-1.0,,,,,,,,1.0,,,,,,,,,,-1.0,,,,,-1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,-1.0,,,,
2020-03-20,,,,,,,,,-1.0,-1.0,1.0,,,,,,,,-1.0,,-1.0,,,,,,,-1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,-1.0,,1.0,,,,,,,-1.0,,,,-1.0,,-1.0,,,,,-1.0,,,,,,,,,,,,
2020-04-03,,,,,,,,-1.0,,,,,,1.0,,-1.0,-1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,1.0,,,1.0,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,
2020-04-10,,,,,,-1.0,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,,-1.0,,,,,,1.0,,-1.0,1.0,1.0,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,
2020-04-17,-1.0,,,,1.0,1.0,,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,-1.0,,,-1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,1.0
2020-04-24,,,,,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,-1.0,1.0,,,,-1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,-1.0,,,,1.0
2020-04-30,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,-1.0,,,,,,,,,,,1.0,,,1.0,,-1.0,-1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,-1.0
2020-05-08,-1.0,,,,,,1.0,,,,-1.0,,1.0,,,,-1.0,,,,,1.0,,,,,,,,1.0,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,1.0,,,,
2020-05-15,,,,1.0,,,-1.0,,,,,,,,,-1.0,,,,,,-1.0,,,,,,,-1.0,-1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2020-05-22,,,,-1.0,,,,,,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,1.0,-1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,-1.0,,,,,,,,,
2020-05-29,,,,-1.0,,1.0,,,,,-1.0,1.0,1.0,,,1.0,,,,,,,,,,-1.0,,,,,-1.0,-1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2020-06-05,,-1.0,,,,,1.0,,,,,,-1.0,,,,-1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,-1.0,,,,1.0,,,,,,,,-1.0,,,,
2020-06-12,,-1.0,,,-1.0,,,,,,1.0,,-1.0,,,-1.0,,,,,,,,,,1.0,,-1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2020-06-19,,,1.0,-1.0,,,1.0,,,,-1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,-1.0,,-1.0,1.0,,,,,,,1.0,,-1.0,,,,,,,,,,,,,,,
2020-06-24,,,,,,,-1.0,,,,1.0,-1.0,,,,-1.0,,,,,,,,,,1.0,,,-1.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,-1.0,,,,
2020-07-03,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,-1.0,,,,,,-1.0,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,1.0,,,,-1.0
2020-07-10,,,,,1.0,,-1.0,,,,,1.0,1.0,,,-1.0,,,,,,1.0,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,-1.0,,,,,,-1.0,,,,,,,,,,,,
2020-07-17,,,,,-1.0,,-1.0,,,,,-1.0,1.0,,,,-1.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2020-07-24,,,,,1.0,,,,,,,-1.0,,,,,-1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,-1.0,,,,-1.0,-1.0,,1.0,,,,,,,,,,,,,,,,,
2020-07-31,1.0,,,,-1.0,,-1.0,,,,,1.0,,,,1.0,,,,,,,-1.0,,,-1.0,,,-1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
2020-08-07,,-1.0,,,,,-1.0,,,,,,-1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,-1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0
2020-08-14,,,,-1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,-1.0,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,
2020-08-21,,,,-1.0,,,,,,,-1.0,,1.0,,,,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,1.0,-1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0
2020-08-28,,,,,,,-1.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,1.0,,,,,-1.0,,,,1.0,,1.0,,,,,-1.0,,,,,1.0,,,,,,,,,,,,,,-1.0
2020-09-04,-1.0,,,,-1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,-1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,-1.0,,,,,,,,,,,,-1.0
2020-09-11,-1.0,,,,,,,,,,,,,,,,1.0,,,,,-1.0,,,,,,,-1.0,,,1.0,,,-1.0,-1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
2020-09-18,,,-1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,-1.0,1.0,,,,,1.0,-1.0,,,,,,,-1.0,-1.0,,,,,,,,,,,,1.0,,,,,
2020-09-25,,-1.0,1.0,,,,-1.0,,,,,,-1.0,,,,,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,,-1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,
2020-09-30,,,,1.0,,,1.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,-1.0,,,,,,1.0,,,,1.0,,,,-1.0,,,,
2020-10-09,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,-1.0,,,-1.0,1.0,,,,,,-1.0,1.0,,,,,,,,,,1.0,,,,,,,-1.0,,,,-1.0,,,,,,,
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,-1.0,,-1.0,,,,,,,,,,,1.0,-1.0,,,,1.0,,1.0,1.0,,,,,,,,-1.0,,,,-1.0,,,,,,,,1.0
2020-10-23,,,,-1.0,,,-1.0,,,,,,1.0,,,-1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,-1.0,1.0,,,,
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,,,,,1.0,,,,-1.0,-1.0,,,,1.0,1.0,1.0,,,,,,-1.0,,,,,,,,1.0,,,,
2020-11-06,-1.0,,,,,,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,,-1.0,,,,,1.0,1.0,,,,,,,,,-1.0,,,,1.0,,,,
2020-11-13,,,,,,,-1.0,,,,,,-1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,-1.0,,-1.0,,,,,-1.0,,,,,,,,,,,,,,,,1.0
2020-11-20,,,,,,,,,,,,,,,,,1.0,,,,,-1.0,,,1.0,,,,1.0,1.0,,,,,,-1.0,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,1.0,,,,-1.0
2020-11-27,,-1.0,,,,,,,,,,,,,,-1.0,1.0,,,,,-1.0,,,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,1.0,,,,,-1.0,,,,1.0,,,,
2020-12-04,,,,,1.0,,1.0,,,,-1.0,,1.0,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,,,,,-1.0,-1.0,-1.0,,,,,,,,,,,,,,1.0,,,,,
2020-12-11,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,-1.0,,,1.0,,,1.0,-1.0,,,,,,,,,,,,,-1.0,,,,,,,-1.0,,,,,
2020-12-18,,,,,,,-1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,-1.0,,1.0,,,,,,-1.0,,1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,
2020-12-25,,,,,1.0,,-1.0,,,,,-1.0,,,,,-1.0,,,,,1.0,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,-1.0,,,,,1.0
2020-12-31,,,,,1.0,,1.0,,,,-1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,-1.0,,,,-1.0,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,
2021-01-08,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,-1.0,1.0,,,,,,,,,,,-1.0,,,-1.0,,,1.0,,,,,,-1.0,,,,,,,,,,,1.0,,,
2021-01-15,,1.0,1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,,1.0,,,,,
2021-01-22,,,,-1.0,,,1.0,,,,,,1.0,,,,,,,,,-1.0,,,-1.0,,,,1.0,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
2021-01-29,-1.0,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,,,,,,1.0,,,-1.0,1.0,,,,-1.0,-1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
2021-02-05,-1.0,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-1.0,,,1.0,,,,1.0,-1.0,,,,,,,-1.0,,1.0,,,
2021-02-10,,,,,,,1.0,,,,,,,,,,,,,-1.0,,1.0,-1.0,,,,1.0,,,1.0,,,-1.0,-1.0,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,
2021-02-19,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,-1.0,-1.0,,,-1.0,1.0,,,,,,,1.0,,1.0,,,
2021-02-26,,-1.0,,,,,1.0,,,,,,,,,-1.0,,,,,,-1.0,,,,1.0,,,1.0,-1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.0,1.0,,
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,-1.0,,,,,1.0,,,,1.0,,,,,,,,,-1.0,-1.0,,,,-1.0,,,,,,,1.0,,-1.0,,1.0,
2021-03-12,,,,1.0,,,,,,,1.0,1.0,,,,,-1.0,,,,,,,,-1.0,,,,,,,,,,-1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,-1.0,,,,-1.0,
2021-03-19,,,,,1.0,,,,,,1.0,,-1.0,,,,,-1.0,,,,,,,,,,,,,,,,,-1.0,1.0,,,,,,,1.0,,,,1.0,,,,-1.0,,,,,,,,,,,-1.0,,
2021-03-26,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,-1.0,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,
2021-04-02,,,1.0,,,,-1.0,,,,,,-1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,-1.0,-1.0,,-1.0,,
2021-04-09,,,-1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,-1.0,,,-1.0,,,,-1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,-1.0,,,
2021-04-16,,,,,,,,,,,,,,,,-1.0,,,,,,1.0,,,,1.0,-1.0,,,-1.0,,,1.0,,,1.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,-1.0,,
2021-04-23,,1.0,-1.0,,-1.0,,-1.0,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2021-04-30,,,-1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,-1.0,,,1.0,1.0,,,,,,1.0,,,-1.0,,,,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,
2021-05-07,,,,,,,,,,,-1.0,,,,,1.0,,,,,,,-1.0,,,-1.0,,,1.0,,,,-1.0,,,1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,1.0,
2021-05-14,-1.0,,,1.0,-1.0,,,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,-1.0,
2021-05-21,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,-1.0,,-1.0,-1.0,,,-1.0,,1.0,-1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2021-05-28,1.0,,,1.0,,,1.0,,,,,-1.0,,,,-1.0,,-1.0,,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
2021-06-04,,,,,,,,,,,,,-1.0,,,1.0,,,,,,1.0,,,,-1.0,,,,,,-1.0,,,,,1.0,-1.0,,,,,,-1.0,,,,,,,,,,,,,,,,1.0,,,1.0,
2021-06-11,,,1.0,1.0,,,-1.0,,,,,,,,,1.0,,,,,,,,,-1.0,,-1.0,,,,,,,,,-1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,-1.0,
2021-06-18,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,-1.0,,,,,,,1.0,1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,-1.0,1.0,,-1.0,
2021-06-25,,,1.0,,,,1.0,,,,-1.0,,,,,,,,,,,,,,,-1.0,,,1.0,1.0,,-1.0,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2021-07-02,,,,,1.0,,-1.0,,,,,1.0,-1.0,,-1.0,,,1.0,,,,,,,1.0,,-1.0,1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09,,,1.0,,-1.0,,,,,,,-1.0,,,,,,,,,,,1.0,-1.0,,,1.0,1.0,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,
2021-07-16,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,-1.0,,,,,-1.0,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,-1.0,,,,,1.0,
2021-07-23,,,,,,,-1.0,,,,,,,,,,,,,,,,1.0,-1.0,,,-1.0,,,-1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,-1.0,,,1.0,,,
2021-07-30,,,-1.0,-1.0,,,,,,,1.0,,,,1.0,,,,,,,-1.0,,-1.0,,,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
2021-08-06,,,,-1.0,,,,,,,1.0,,,,,,1.0,,,,,,,-1.0,-1.0,,,,,,,1.0,,,,,-1.0,,,,,,,-1.0,,,,,,,,,,1.0,,,,,,,,,1.0,
